Intensity(µW/cm2/nm),Mac,,,,,,iOS,,,,,,,,
Wavelength,Full Brightness White Screen,Minimum Brightness White Screen,Full Brightness (1200K),Minimum Brightness (1200K),"Black, max brightness","Black, min brightness",White,White Medium,White Darkest,Black: Bright,Black: Medium,"Black, Blackest",Red,Red (Med),Red (Dark)
415.64,0.04,0.02,0.02,0.02,0.03,0.03,0.07,0.03,0.03,0.04,0.04,0.04,0.05,0.03,0.04
415.85,0.02,0,0.01,0,0.01,0,0.05,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02
416.05,0.02,0.01,0.01,0.01,0.01,0.01,0.06,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03
416.26,0.04,0.03,0.03,0.03,0.02,0.03,0.08,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04
416.46,0.04,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02
416.67,0.02,0,0,0,0,0,0.06,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02
416.87,0.02,0.01,0.01,0.01,0.01,0.01,0.06,0.02,0.03,0.03,0.02,0.03,0.03,0.02,0.02
417.07,0.05,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.03
417.28,0.05,0.03,0.03,0.03,0.03,0.03,0.09,0.05,0.04,0.05,0.05,0.04,0.06,0.05,0.04
417.48,0.02,0,0.01,0,0,0,0.06,0.02,0.03,0.02,0.01,0.02,0.04,0.01,0.02
417.69,0.03,0.01,0.01,0.01,0.01,0.01,0.08,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.03
417.89,0.04,0.02,0.02,0.02,0.02,0.02,0.07,0.03,0.03,0.03,0.02,0.03,0.04,0.03,0.03
418.1,0.04,0.02,0.02,0.02,0.02,0.02,0.08,0.03,0.04,0.04,0.03,0.05,0.05,0.04,0.03
418.3,0.02,0,0,0,0,0,0.06,0.01,0.01,0.01,0,0,0.01,0,0.01
418.51,0.03,0.01,0.01,0.01,0.01,0.01,0.08,0.02,0.03,0.02,0.03,0.02,0.04,0.02,0.02
418.71,0.05,0.03,0.03,0.03,0.03,0.03,0.09,0.04,0.04,0.04,0.03,0.03,0.05,0.03,0.03
418.91,0.06,0.03,0.03,0.02,0.03,0.03,0.09,0.03,0.02,0.03,0.02,0.03,0.04,0.03,0.03
419.12,0.03,0.01,0.01,0.01,0.01,0.01,0.08,0.02,0.02,0.02,0.01,0.02,0.03,0.01,0.02
419.32,0.03,0,0,0,0,0,0.07,0.01,0.01,0.01,0.01,0,0.02,0.01,0.01
419.53,0.06,0.03,0.04,0.03,0.03,0.04,0.09,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.03
419.73,0.06,0.03,0.03,0.03,0.03,0.03,0.13,0.06,0.07,0.06,0.06,0.06,0.07,0.06,0.07
419.94,0.04,0.01,0.01,0.01,0,0.01,0.1,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02
420.14,0.04,0.01,0.01,0,0.01,0.01,0.09,0.01,0.01,0.02,0.01,0.01,0.03,0.01,0.01
420.34,0.06,0.02,0.03,0.02,0.02,0.02,0.1,0.03,0.02,0.02,0.02,0.02,0.04,0.02,0.02
420.55,0.05,0.02,0.02,0.02,0.02,0.02,0.08,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02
420.75,0.03,0,0,0,0,0,0.09,0.01,0,0.01,0,0,0.02,0.01,0.01
420.96,0.05,0.01,0.01,0.01,0.01,0.01,0.1,0.02,0.02,0.01,0.02,0.02,0.03,0.02,0.02
421.16,0.06,0.02,0.03,0.03,0.02,0.03,0.13,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04
421.37,0.06,0.02,0.02,0.02,0.02,0.02,0.1,0.02,0.02,0.01,0.02,0.02,0.03,0.02,0.02
421.57,0.06,0.01,0.01,0.01,0.01,0.01,0.14,0.04,0.03,0.03,0.04,0.04,0.05,0.03,0.03
421.77,0.05,0,0.01,0,0,0,0.12,0.01,0.02,0.02,0.01,0.02,0.03,0.02,0.02
421.98,0.08,0.04,0.04,0.04,0.04,0.04,0.18,0.07,0.06,0.08,0.07,0.07,0.09,0.07,0.07
422.18,0.07,0.03,0.03,0.03,0.03,0.03,0.13,0.03,0.02,0.03,0.03,0.03,0.05,0.03,0.03
422.39,0.05,0.01,0.01,0,0,0,0.13,0.02,0.01,0.02,0.01,0.01,0.04,0.02,0.01
422.59,0.06,0.01,0.01,0.01,0.01,0.01,0.13,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02
422.79,0.07,0.02,0.02,0.02,0.02,0.02,0.16,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.03
423,0.07,0.02,0.02,0.02,0.01,0.02,0.15,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.03
423.2,0.06,0.01,0.01,0.01,0.01,0.01,0.14,0.02,0.01,0.02,0.01,0.02,0.04,0.01,0.02
423.41,0.07,0.01,0.01,0.01,0.01,0.01,0.17,0.03,0.02,0.02,0.02,0.03,0.05,0.03,0.03
423.61,0.09,0.02,0.02,0.02,0.02,0.02,0.16,0.02,0.02,0.02,0.02,0.01,0.04,0.02,0.02
423.82,0.09,0.02,0.03,0.02,0.02,0.02,0.18,0.04,0.02,0.03,0.02,0.03,0.05,0.03,0.03
424.02,0.08,0.01,0.01,0.01,0.01,0.01,0.18,0.03,0.03,0.03,0.04,0.03,0.05,0.02,0.03
424.22,0.07,0,0,0,0,0,0.16,0.01,0.01,0.01,0,0.01,0.03,0.01,0.01
424.43,0.1,0.02,0.03,0.02,0.03,0.03,0.21,0.04,0.04,0.05,0.04,0.04,0.08,0.05,0.05
424.63,0.11,0.03,0.03,0.03,0.03,0.03,0.2,0.06,0.05,0.05,0.05,0.05,0.07,0.05,0.05
424.84,0.09,0.01,0.01,0.01,0.01,0.01,0.2,0.04,0.02,0.03,0.02,0.02,0.05,0.02,0.03
425.04,0.09,0.01,0.01,0.01,0.01,0.01,0.2,0.04,0.02,0.03,0.02,0.03,0.05,0.03,0.03
425.24,0.12,0.03,0.03,0.03,0.03,0.03,0.21,0.04,0.03,0.04,0.04,0.03,0.06,0.03,0.03
425.45,0.11,0.02,0.03,0.02,0.02,0.03,0.22,0.03,0.02,0.04,0.03,0.03,0.06,0.03,0.03
425.65,0.1,0.01,0.01,0.01,0.01,0.01,0.23,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.02
425.86,0.1,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.02,0.02,0.02,0.02,0.04,0.01,0.01
426.06,0.13,0.03,0.03,0.03,0.03,0.03,0.26,0.06,0.05,0.05,0.06,0.05,0.08,0.05,0.06
426.26,0.12,0.02,0.02,0.02,0.02,0.02,0.25,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04
426.47,0.12,0,0.01,0,0,0,0.27,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.02
426.67,0.12,0.01,0.01,0.01,0.01,0.01,0.25,0.03,0.03,0.04,0.03,0.03,0.06,0.02,0.03
426.88,0.15,0.03,0.03,0.03,0.03,0.03,0.28,0.05,0.04,0.05,0.04,0.04,0.08,0.05,0.05
427.08,0.14,0.02,0.03,0.02,0.02,0.02,0.3,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.04
427.28,0.13,0,0.01,0,0,0,0.27,0.02,0.02,0.02,0.02,0.02,0.06,0.02,0.02
427.49,0.14,0.02,0.02,0.02,0.02,0.02,0.3,0.03,0.03,0.04,0.04,0.04,0.07,0.04,0.04
427.69,0.16,0.03,0.03,0.03,0.03,0.03,0.29,0.04,0.04,0.04,0.04,0.03,0.07,0.04,0.03
427.89,0.16,0.02,0.03,0.03,0.02,0.02,0.3,0.03,0.03,0.02,0.02,0.02,0.05,0.02,0.03
428.1,0.15,0.01,0.01,0.01,0.01,0.01,0.3,0.02,0.01,0.02,0.01,0.02,0.05,0.01,0.02
428.3,0.17,0.02,0.02,0.01,0.01,0.02,0.35,0.03,0.03,0.04,0.03,0.02,0.07,0.03,0.03
428.51,0.17,0.02,0.03,0.02,0.02,0.02,0.33,0.02,0.02,0.02,0.02,0.03,0.06,0.02,0.03
428.71,0.19,0.04,0.04,0.04,0.03,0.04,0.36,0.04,0.04,0.04,0.04,0.05,0.08,0.04,0.04
428.91,0.16,0.01,0.01,0,0,0,0.34,0.02,0.02,0.02,0.02,0.01,0.06,0.01,0.01
429.12,0.16,0.01,0.01,0.01,0.01,0.01,0.34,0.03,0.03,0.03,0.02,0.02,0.07,0.02,0.02
429.32,0.2,0.03,0.04,0.03,0.03,0.03,0.39,0.06,0.05,0.05,0.05,0.06,0.1,0.05,0.05
429.52,0.2,0.02,0.03,0.02,0.02,0.02,0.4,0.04,0.04,0.05,0.04,0.05,0.09,0.05,0.05
429.73,0.19,0.02,0.02,0.01,0.02,0.02,0.4,0.04,0.04,0.04,0.03,0.04,0.09,0.04,0.03
429.93,0.19,0.01,0.01,0.01,0.01,0.01,0.42,0.02,0.02,0.03,0.02,0.02,0.07,0.02,0.02
430.14,0.22,0.02,0.03,0.03,0.02,0.02,0.43,0.03,0.02,0.03,0.02,0.02,0.08,0.02,0.03
430.34,0.22,0.02,0.03,0.02,0.03,0.02,0.41,0.04,0.03,0.03,0.03,0.03,0.08,0.03,0.03
430.54,0.2,0,0.01,0,0,0,0.41,0.02,0.01,0.01,0.01,0,0.06,0.01,0.01
430.75,0.23,0.01,0.01,0,0.01,0.01,0.44,0.02,0.02,0.02,0.02,0.02,0.08,0.02,0.02
430.95,0.24,0.02,0.02,0.02,0.01,0.02,0.47,0.04,0.04,0.04,0.04,0.04,0.1,0.04,0.05
431.15,0.25,0.03,0.04,0.03,0.03,0.03,0.47,0.04,0.04,0.04,0.03,0.03,0.1,0.04,0.04
431.36,0.24,0.01,0.01,0.01,0.01,0.01,0.47,0.02,0.01,0.02,0.01,0.01,0.07,0.02,0.02
431.56,0.24,0,0.01,0,0,0,0.5,0.02,0.01,0.01,0.01,0.01,0.08,0.01,0.01
431.77,0.27,0.03,0.03,0.02,0.03,0.02,0.52,0.05,0.05,0.05,0.05,0.04,0.11,0.05,0.05
431.97,0.28,0.03,0.03,0.03,0.03,0.03,0.52,0.04,0.04,0.04,0.04,0.04,0.11,0.04,0.04
432.17,0.28,0.02,0.02,0.01,0.02,0.01,0.53,0.04,0.03,0.04,0.03,0.03,0.1,0.03,0.03
432.38,0.29,0.01,0.02,0.01,0.01,0.01,0.56,0.03,0.02,0.03,0.03,0.02,0.09,0.03,0.03
432.58,0.31,0.04,0.04,0.03,0.03,0.03,0.57,0.06,0.05,0.06,0.05,0.05,0.11,0.06,0.05
432.78,0.31,0.02,0.03,0.02,0.02,0.02,0.57,0.03,0.03,0.02,0.02,0.02,0.09,0.02,0.02
432.99,0.3,0.01,0.02,0.01,0.01,0.01,0.57,0.02,0.02,0.02,0.01,0.01,0.09,0.02,0.01
433.19,0.32,0.02,0.02,0.01,0.01,0.01,0.62,0.03,0.02,0.03,0.02,0.02,0.1,0.03,0.02
433.39,0.33,0.03,0.03,0.02,0.03,0.02,0.62,0.06,0.05,0.05,0.05,0.04,0.13,0.05,0.05
433.6,0.35,0.03,0.03,0.02,0.03,0.03,0.64,0.03,0.02,0.03,0.02,0.02,0.11,0.02,0.01
433.8,0.34,0.01,0.02,0.01,0.01,0.01,0.62,0.03,0.02,0.03,0.02,0.02,0.1,0.02,0.03
434,0.36,0.02,0.03,0.02,0.02,0.01,0.66,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.03
434.21,0.38,0.03,0.03,0.02,0.03,0.02,0.69,0.05,0.04,0.04,0.04,0.04,0.13,0.05,0.04
434.41,0.39,0.03,0.04,0.03,0.03,0.03,0.69,0.04,0.02,0.03,0.03,0.02,0.1,0.03,0.03
434.62,0.38,0,0.01,0,0,0,0.7,0.01,0,0.01,0,0,0.08,0,0
434.82,0.4,0.01,0.02,0.01,0.01,0.01,0.74,0.03,0.02,0.03,0.03,0.02,0.11,0.03,0.02
435.02,0.42,0.03,0.04,0.02,0.03,0.02,0.74,0.04,0.03,0.03,0.03,0.03,0.12,0.03,0.03
435.23,0.44,0.03,0.03,0.03,0.03,0.03,0.78,0.05,0.04,0.05,0.04,0.04,0.13,0.04,0.04
435.43,0.41,0.01,0.02,0.01,0.01,0.01,0.74,0.03,0.01,0.02,0.01,0.02,0.11,0.02,0.02
435.63,0.42,0.01,0.02,0.01,0.01,0.01,0.75,0.04,0.03,0.04,0.03,0.03,0.13,0.02,0.03
435.84,0.46,0.03,0.03,0.02,0.02,0.02,0.8,0.03,0.02,0.03,0.02,0.01,0.12,0.02,0.02
436.04,0.47,0.03,0.03,0.02,0.02,0.02,0.81,0.04,0.03,0.03,0.02,0.02,0.12,0.03,0.03
436.24,0.46,0.02,0.02,0.01,0.01,0.01,0.83,0.04,0.03,0.03,0.02,0.02,0.12,0.03,0.02
436.45,0.5,0.02,0.02,0.01,0.01,0.01,0.86,0.04,0.03,0.02,0.02,0.02,0.12,0.02,0.03
436.65,0.52,0.03,0.04,0.03,0.03,0.03,0.88,0.03,0.03,0.02,0.02,0.03,0.12,0.03,0.02
436.85,0.53,0.03,0.04,0.03,0.03,0.03,0.88,0.02,0.02,0.02,0.02,0.02,0.12,0.01,0.02
437.06,0.52,0.02,0.02,0.01,0.02,0.01,0.9,0.04,0.04,0.03,0.03,0.03,0.14,0.03,0.03
437.26,0.53,0.01,0.02,0.01,0.01,0.01,0.9,0.02,0.02,0.02,0.01,0.01,0.12,0.01,0.02
437.46,0.55,0.03,0.03,0.02,0.02,0.02,0.92,0.04,0.03,0.03,0.03,0.02,0.13,0.02,0.03
437.67,0.6,0.04,0.05,0.03,0.04,0.03,1.02,0.06,0.05,0.06,0.05,0.05,0.16,0.04,0.05
437.87,0.58,0.01,0.02,0,0,0,0.97,0.02,0.01,0.01,0.01,0,0.13,0.01,0.01
438.07,0.57,0.01,0.02,0,0.01,0.01,0.98,0.03,0.01,0.02,0.01,0.01,0.13,0.02,0.01
438.28,0.61,0.03,0.04,0.02,0.03,0.02,1.02,0.05,0.05,0.05,0.04,0.04,0.16,0.05,0.05
438.48,0.64,0.03,0.04,0.03,0.03,0.03,1.05,0.06,0.05,0.06,0.05,0.05,0.17,0.04,0.05
438.68,0.61,0.01,0.01,0,0.01,0,1.02,0.03,0.02,0.02,0.02,0.01,0.14,0.01,0.02
438.89,0.66,0.01,0.02,0.01,0.01,0.01,1.09,0.04,0.02,0.03,0.02,0.02,0.15,0.02,0.02
439.09,0.71,0.03,0.04,0.02,0.02,0.02,1.15,0.05,0.02,0.03,0.03,0.02,0.15,0.03,0.03
439.29,0.67,0.04,0.05,0.03,0.04,0.03,1.1,0.07,0.05,0.05,0.04,0.05,0.16,0.05,0.05
439.49,0.69,0.01,0.02,0,0.01,0,1.14,0.03,0.02,0.02,0.02,0.01,0.15,0.02,0.02
439.7,0.73,0.01,0.02,0.01,0.01,0,1.21,0.04,0.03,0.02,0.02,0.01,0.15,0.02,0.03
439.9,0.78,0.04,0.05,0.03,0.04,0.03,1.25,0.06,0.04,0.05,0.04,0.05,0.18,0.04,0.04
440.1,0.76,0.04,0.04,0.03,0.03,0.03,1.23,0.07,0.06,0.06,0.05,0.05,0.18,0.05,0.04
440.31,0.81,0.02,0.02,0.01,0.01,0.01,1.33,0.04,0.02,0.04,0.02,0.03,0.18,0.02,0.03
440.51,0.81,0.02,0.03,0.01,0.01,0.01,1.32,0.04,0.02,0.03,0.02,0.02,0.16,0.03,0.02
440.71,0.87,0.03,0.04,0.03,0.03,0.02,1.39,0.07,0.05,0.06,0.05,0.05,0.21,0.06,0.04
440.92,0.85,0.03,0.04,0.02,0.03,0.02,1.38,0.05,0.04,0.04,0.04,0.04,0.19,0.04,0.04
441.12,0.86,0.02,0.03,0.01,0.01,0.01,1.39,0.05,0.03,0.03,0.03,0.03,0.18,0.02,0.02
441.32,0.88,0.03,0.03,0.01,0.01,0.01,1.41,0.06,0.03,0.04,0.03,0.03,0.19,0.03,0.03
441.53,0.93,0.04,0.04,0.02,0.03,0.02,1.49,0.08,0.06,0.07,0.06,0.05,0.22,0.05,0.06
441.73,0.92,0.03,0.04,0.02,0.03,0.02,1.48,0.06,0.04,0.05,0.03,0.03,0.21,0.04,0.04
441.93,0.97,0.02,0.03,0.01,0.01,0.01,1.54,0.04,0.03,0.02,0.02,0.02,0.2,0.01,0.02
442.14,0.99,0.02,0.02,0,0.01,0,1.59,0.05,0.02,0.03,0.02,0.01,0.21,0.02,0.01
442.34,1,0.04,0.04,0.02,0.03,0.02,1.56,0.05,0.03,0.03,0.03,0.03,0.2,0.03,0.02
442.54,1.06,0.04,0.05,0.02,0.03,0.02,1.65,0.05,0.03,0.03,0.02,0.02,0.22,0.02,0.03
442.74,1.1,0.03,0.04,0.01,0.02,0.01,1.75,0.05,0.02,0.03,0.03,0.02,0.22,0.02,0.02
442.95,1.06,0.02,0.03,0.01,0.02,0.01,1.72,0.05,0.03,0.03,0.02,0.02,0.22,0.03,0.02
443.15,1.05,0.04,0.05,0.02,0.03,0.02,1.64,0.05,0.03,0.04,0.02,0.03,0.21,0.03,0.03
443.35,1.1,0.04,0.05,0.03,0.03,0.03,1.77,0.06,0.03,0.04,0.03,0.03,0.23,0.02,0.03
443.56,1.15,0.03,0.03,0.01,0.01,0.01,1.86,0.06,0.03,0.05,0.04,0.03,0.23,0.03,0.03
443.76,1.06,0.02,0.03,0,0.01,0,1.72,0.05,0.02,0.02,0.01,0.01,0.21,0.01,0.01
443.96,1.21,0.04,0.04,0.02,0.02,0.02,1.94,0.07,0.03,0.04,0.03,0.03,0.25,0.04,0.02
444.16,1.2,0.03,0.04,0.01,0.02,0.01,1.89,0.02,0,0.01,-0.01,-0.01,0.21,0,-0.01
444.37,1.14,0.03,0.03,0.01,0.01,0.01,1.88,0.06,0.04,0.04,0.03,0.03,0.24,0.04,0.03
444.57,1.18,0.02,0.03,0.01,0.01,0,1.92,0.04,0.01,0.03,0.01,0.01,0.22,0.01,0.01
444.77,1.2,0.04,0.05,0.02,0.03,0.02,1.97,0.08,0.04,0.05,0.04,0.05,0.27,0.03,0.04
444.98,1.27,0.04,0.04,0.02,0.02,0.02,2.06,0.06,0.04,0.04,0.04,0.03,0.27,0.04,0.03
445.18,1.24,0.03,0.04,0.01,0.01,0.01,2.06,0.06,0.03,0.04,0.02,0.02,0.26,0.03,0.02
445.38,1.34,0.02,0.03,0,0,0,2.2,0.05,0.01,0.03,0.01,0.01,0.26,0.02,0.02
445.58,1.27,0.05,0.06,0.03,0.03,0.03,2.07,0.07,0.04,0.05,0.04,0.04,0.28,0.04,0.04
445.79,1.35,0.05,0.05,0.03,0.03,0.02,2.2,0.06,0.02,0.03,0.02,0.03,0.27,0.03,0.02
445.99,1.33,0.03,0.03,0.01,0.01,0.01,2.26,0.06,0.03,0.04,0.02,0.03,0.27,0.02,0.02
446.19,1.39,0.03,0.03,0.01,0.01,0.01,2.32,0.05,0.02,0.03,0.01,0.02,0.28,0.01,0.02
446.4,1.35,0.04,0.04,0.02,0.02,0.02,2.25,0.06,0.03,0.04,0.02,0.03,0.28,0.02,0.03
446.6,1.35,0.04,0.04,0.02,0.02,0.02,2.26,0.06,0.03,0.04,0.03,0.03,0.27,0.03,0.03
446.8,1.34,0.02,0.03,0,0.01,0,2.27,0.06,0.02,0.03,0.02,0.01,0.27,0.02,0.02
447,1.42,0.03,0.04,0.01,0.01,0.01,2.43,0.07,0.02,0.03,0.02,0.03,0.29,0.02,0.02
447.21,1.46,0.05,0.06,0.03,0.03,0.03,2.49,0.07,0.04,0.04,0.03,0.03,0.31,0.03,0.03
447.41,1.43,0.05,0.06,0.03,0.03,0.02,2.44,0.06,0.03,0.04,0.02,0.02,0.29,0.03,0.02
447.61,1.38,0.03,0.04,0.01,0.02,0.01,2.38,0.07,0.03,0.04,0.03,0.03,0.31,0.03,0.03
447.82,1.47,0.03,0.03,0.01,0.01,0,2.56,0.07,0.03,0.03,0.01,0.02,0.31,0.02,0.03
448.02,1.39,0.04,0.05,0.02,0.03,0.02,2.4,0.07,0.03,0.04,0.02,0.03,0.29,0.04,0.03
448.22,1.49,0.04,0.05,0.02,0.02,0.02,2.59,0.08,0.04,0.05,0.03,0.02,0.31,0.04,0.03
448.42,1.45,0.02,0.03,0,0,0,2.53,0.05,0.01,0.02,0,0,0.29,0,0
448.63,1.46,0.03,0.03,0,0.01,0,2.57,0.06,0.02,0.02,0.01,0.01,0.29,0.01,0
448.83,1.44,0.04,0.05,0.02,0.03,0.02,2.54,0.07,0.03,0.04,0.02,0.02,0.3,0.02,0.02
449.03,1.45,0.04,0.05,0.02,0.02,0.02,2.55,0.07,0.03,0.04,0.02,0.02,0.3,0.03,0.03
449.23,1.43,0.03,0.03,0.01,0.01,0.01,2.57,0.06,0.02,0.03,0.01,0.01,0.3,0.02,0.02
449.44,1.44,0.03,0.03,0.01,0.02,0.01,2.59,0.07,0.03,0.03,0.02,0.02,0.3,0.02,0.02
449.64,1.45,0.04,0.05,0.02,0.03,0.02,2.58,0.07,0.03,0.04,0.02,0.02,0.31,0.03,0.02
449.84,1.43,0.05,0.05,0.02,0.03,0.03,2.57,0.08,0.04,0.05,0.03,0.03,0.31,0.03,0.03
450.04,1.41,0.03,0.03,0.01,0.01,0.01,2.58,0.07,0.02,0.03,0.02,0.02,0.3,0.02,0.02
450.25,1.44,0.03,0.03,0,0.01,0,2.61,0.06,0.03,0.03,0.01,0.01,0.31,0.02,0.02
450.45,1.46,0.05,0.05,0.03,0.03,0.03,2.67,0.08,0.04,0.05,0.04,0.04,0.31,0.04,0.04
450.65,1.41,0.05,0.05,0.03,0.03,0.03,2.57,0.08,0.04,0.05,0.04,0.04,0.32,0.04,0.04
450.85,1.41,0.03,0.03,0.01,0.01,0.01,2.6,0.07,0.03,0.04,0.02,0.03,0.31,0.03,0.03
451.06,1.42,0.03,0.04,0.01,0.02,0.01,2.64,0.07,0.03,0.03,0.02,0.02,0.31,0.03,0.03
451.26,1.35,0.04,0.05,0.02,0.03,0.03,2.5,0.08,0.03,0.03,0.02,0.02,0.29,0.03,0.02
451.46,1.38,0.04,0.05,0.02,0.03,0.02,2.55,0.08,0.03,0.05,0.03,0.03,0.32,0.03,0.03
451.66,1.36,0.03,0.03,0.01,0.01,0,2.54,0.06,0.02,0.04,0.03,0.02,0.29,0.02,0.02
451.87,1.34,0.02,0.03,0,0.01,0,2.5,0.05,0.02,0.02,0,0.01,0.28,0.01,0.01
452.07,1.34,0.05,0.05,0.02,0.03,0.03,2.48,0.06,0.02,0.03,0.01,0.01,0.29,0.02,0.02
452.27,1.32,0.05,0.05,0.03,0.03,0.02,2.5,0.07,0.03,0.05,0.03,0.03,0.3,0.03,0.03
452.47,1.31,0.03,0.03,0.01,0.01,0.01,2.47,0.07,0.03,0.05,0.03,0.03,0.3,0.03,0.03
452.68,1.33,0.02,0.02,0,0,-0.01,2.52,0.04,0,0.01,-0.01,-0.01,0.27,0,-0.01
452.88,1.28,0.04,0.04,0.02,0.02,0.02,2.4,0.07,0.02,0.03,0.02,0.02,0.29,0.02,0.02
453.08,1.29,0.04,0.04,0.02,0.03,0.02,2.42,0.06,0.03,0.03,0.01,0.02,0.28,0.03,0.02
453.28,1.27,0.02,0.02,0,0.01,0,2.38,0.06,0.02,0.02,0.01,0.01,0.28,0.01,0.02
453.49,1.22,0.03,0.03,0.01,0.02,0.01,2.34,0.07,0.03,0.03,0.02,0.02,0.27,0.03,0.02
453.69,1.22,0.03,0.03,0.01,0.02,0.01,2.35,0.06,0.03,0.03,0.02,0.02,0.28,0.02,0.02
453.89,1.2,0.05,0.05,0.03,0.03,0.03,2.29,0.08,0.05,0.05,0.04,0.04,0.29,0.05,0.04
454.09,1.16,0.03,0.03,0.01,0.01,0.01,2.26,0.07,0.03,0.03,0.02,0.02,0.26,0.02,0.03
454.3,1.17,0.04,0.04,0.02,0.02,0.02,2.28,0.09,0.04,0.06,0.04,0.04,0.28,0.05,0.05
454.5,1.18,0.05,0.05,0.03,0.04,0.03,2.24,0.08,0.05,0.04,0.04,0.04,0.27,0.03,0.04
454.7,1.14,0.03,0.03,0.01,0.02,0.01,2.21,0.06,0.03,0.03,0.02,0.02,0.25,0.02,0.02
454.9,1.08,0.02,0.02,0,0.01,0,2.12,0.06,0.03,0.03,0.02,0.02,0.24,0.02,0.02
455.1,1.09,0.03,0.03,0.01,0.01,0.01,2.12,0.06,0.03,0.03,0.02,0.02,0.24,0.02,0.02
455.31,1.06,0.04,0.04,0.03,0.03,0.02,2.04,0.06,0.02,0.03,0.02,0.02,0.23,0.02,0.02
455.51,1.05,0.04,0.04,0.02,0.02,0.02,2.06,0.07,0.05,0.05,0.04,0.04,0.26,0.04,0.04
455.71,0.99,0.03,0.02,0.01,0.01,0.01,1.94,0.06,0.03,0.03,0.02,0.02,0.22,0.02,0.02
455.91,0.99,0.03,0.03,0.01,0.01,0.01,1.96,0.07,0.03,0.04,0.02,0.03,0.23,0.02,0.03
456.12,1.02,0.04,0.04,0.02,0.02,0.02,2,0.06,0.03,0.03,0.02,0.02,0.24,0.03,0.03
456.32,0.99,0.04,0.04,0.02,0.03,0.02,1.91,0.07,0.04,0.03,0.03,0.03,0.23,0.04,0.03
456.52,0.93,0.02,0.02,0.01,0.01,0,1.85,0.06,0.03,0.04,0.02,0.02,0.21,0.02,0.03
456.72,0.94,0.03,0.03,0.01,0.02,0.02,1.84,0.05,0.02,0.02,0.02,0.01,0.2,0.02,0.01
456.92,0.92,0.04,0.04,0.03,0.03,0.03,1.78,0.07,0.04,0.05,0.04,0.04,0.23,0.04,0.05
457.13,0.9,0.04,0.04,0.02,0.03,0.02,1.79,0.08,0.05,0.05,0.05,0.05,0.23,0.05,0.05
457.33,0.88,0.02,0.02,0.01,0.01,0.01,1.76,0.05,0.03,0.03,0.01,0.02,0.19,0.03,0.02
457.53,0.85,0.02,0.02,0,0.01,0.01,1.69,0.05,0.02,0.03,0.02,0.03,0.19,0.02,0.02
457.73,0.88,0.04,0.04,0.02,0.03,0.02,1.74,0.05,0.02,0.03,0.02,0.02,0.2,0.03,0.03
457.94,0.83,0.03,0.03,0.02,0.02,0.01,1.69,0.07,0.04,0.05,0.04,0.04,0.21,0.05,0.04
458.14,0.77,0.02,0.01,0,0,0,1.56,0.04,0.02,0.02,0.02,0.01,0.18,0.01,0.01
458.34,0.79,0.02,0.02,0.01,0.01,0.01,1.56,0.05,0.02,0.03,0.02,0.02,0.18,0.02,0.02
458.54,0.82,0.04,0.03,0.02,0.03,0.02,1.6,0.06,0.03,0.04,0.03,0.03,0.19,0.03,0.03
458.74,0.77,0.04,0.04,0.02,0.03,0.03,1.52,0.07,0.05,0.05,0.04,0.04,0.2,0.04,0.04
458.95,0.74,0.02,0.01,0.01,0.01,0,1.48,0.05,0.02,0.02,0.02,0.02,0.18,0.02,0.02
459.15,0.74,0.02,0.02,0.01,0.01,0.01,1.46,0.04,0.01,0.02,0.02,0.01,0.17,0.02,0.01
459.35,0.71,0.03,0.03,0.02,0.02,0.02,1.4,0.04,0.02,0.02,0.02,0.01,0.16,0.02,0.02
459.55,0.73,0.03,0.03,0.02,0.02,0.02,1.43,0.06,0.04,0.04,0.03,0.03,0.18,0.03,0.04
459.75,0.69,0.01,0.01,0,0,0,1.37,0.04,0.02,0.02,0.01,0.02,0.16,0.02,0.01
459.96,0.7,0.02,0.02,0.01,0.01,0.01,1.4,0.05,0.04,0.04,0.03,0.03,0.17,0.03,0.03
460.16,0.69,0.03,0.03,0.02,0.02,0.02,1.36,0.06,0.04,0.05,0.04,0.04,0.18,0.04,0.04
