Intensity(µW/cm2/nm),Mac,,,,,,iOS,,,,,,,,
Wavelength,Full Brightness White Screen,Minimum Brightness White Screen,Full Brightness (1200K),Minimum Brightness (1200K),"Black, max brightness","Black, min brightness",White,White Medium,White Darkest,Black: Bright,Black: Medium,"Black, Blackest",Red,Red (Med),Red (Dark)
573.64,0.44,0.02,0.05,0.01,0.01,0.01,0.74,0.03,0.01,0.01,0.01,0.02,0.32,0.02,0.02
573.84,0.43,0.01,0.04,0.01,0.01,0.01,0.74,0.02,0.01,0.01,0.01,0.01,0.31,0.02,0.01
574.03,0.42,0.01,0.04,0,0,0,0.72,0.02,0.01,0.01,0,0.01,0.31,0.01,0.01
574.23,0.42,0.01,0.04,0.01,0.01,0.01,0.72,0.03,0.02,0.02,0.02,0.02,0.31,0.02,0.01
574.42,0.42,0.01,0.05,0.01,0.01,0.01,0.71,0.02,0.01,0.01,0.01,0,0.3,0.01,0
574.62,0.42,0.02,0.05,0.01,0.01,0.01,0.72,0.03,0.02,0.02,0.01,0.01,0.32,0.02,0.02
574.81,0.41,0.01,0.04,0.01,0.01,0.01,0.71,0.03,0.01,0.01,0.01,0.01,0.31,0.01,0.01
575.01,0.41,0.01,0.04,0,0,0,0.7,0.02,0.01,0.01,0.01,0.01,0.3,0.01,0
575.2,0.41,0.01,0.05,0.01,0.01,0.01,0.7,0.03,0.02,0.02,0.01,0.01,0.3,0.02,0.01
575.39,0.41,0.01,0.05,0.01,0.01,0.01,0.7,0.03,0.02,0.02,0.02,0.02,0.31,0.02,0.01
575.59,0.4,0.01,0.04,0,0,0,0.7,0.02,0.02,0.01,0.01,0.01,0.3,0.02,0.01
575.78,0.4,0.01,0.04,0,0,0,0.68,0.02,0.01,0.01,0.01,0.01,0.29,0.01,0.01
575.98,0.41,0.02,0.05,0.01,0.01,0.01,0.7,0.04,0.02,0.02,0.02,0.02,0.31,0.03,0.03
576.17,0.4,0.01,0.05,0.01,0.01,0.01,0.7,0.03,0.02,0.02,0.02,0.02,0.3,0.02,0.02
576.37,0.4,0.01,0.05,0.01,0.01,0.01,0.68,0.03,0.02,0.02,0.02,0.02,0.3,0.02,0.02
576.56,0.4,0.01,0.05,0.01,0.01,0,0.68,0.03,0.02,0.02,0.02,0.01,0.29,0.02,0.02
576.76,0.39,0.01,0.05,0.01,0.01,0.01,0.68,0.03,0.02,0.02,0.02,0.02,0.31,0.02,0.02
576.95,0.39,0.02,0.05,0.01,0.01,0.01,0.67,0.03,0.02,0.02,0.02,0.02,0.3,0.02,0.02
577.14,0.38,0.01,0.04,0,0,0,0.66,0.02,0.01,0.01,0.01,0.01,0.29,0.01,0.01
577.34,0.39,0.01,0.05,0,0.01,0,0.67,0.03,0.01,0.02,0.01,0.01,0.29,0.02,0.01
577.53,0.38,0.01,0.05,0.01,0.01,0.01,0.66,0.01,0.01,0,0,0,0.29,0.01,0
577.73,0.39,0.02,0.05,0.01,0.01,0.01,0.65,0.03,0.01,0.02,0.01,0.01,0.29,0.01,0.01
577.92,0.38,0.01,0.05,0,0,0,0.65,0.03,0.02,0.01,0.01,0.01,0.29,0.02,0.01
578.12,0.38,0.01,0.06,0.01,0.01,0.01,0.66,0.02,0.02,0.02,0.01,0.01,0.3,0.02,0.02
578.31,0.38,0.01,0.06,0.01,0.01,0.01,0.66,0.03,0.01,0.01,0.01,0.02,0.29,0.02,0.02
578.51,0.38,0.02,0.06,0.01,0.01,0.01,0.64,0.03,0.02,0.01,0.01,0.02,0.29,0.02,0.02
578.7,0.38,0.01,0.05,0,0,0,0.64,0.03,0.01,0.01,0.01,0.01,0.29,0.02,0.01
578.89,0.38,0.01,0.05,0,0.01,0.01,0.64,0.02,0.01,0.01,0.01,0.01,0.29,0.02,0.01
579.09,0.37,0.02,0.06,0.01,0.01,0.01,0.65,0.02,0.01,0.02,0.01,0.01,0.29,0.01,0.01
579.28,0.37,0.01,0.06,0.01,0.01,0.01,0.63,0.02,0.01,0.01,0.01,0.01,0.29,0.01,0.01
579.48,0.36,0,0.05,0,0,0,0.63,0.02,0.01,0,0,0,0.28,0.01,0.01
579.67,0.37,0.01,0.06,0.01,0.01,0.01,0.63,0.03,0.01,0.01,0.01,0.01,0.29,0.01,0.01
579.87,0.37,0.02,0.06,0.01,0.01,0.01,0.62,0.03,0.02,0.02,0.01,0.01,0.29,0.02,0.02
580.06,0.37,0.02,0.06,0.01,0.01,0.01,0.63,0.03,0.02,0.02,0.02,0.02,0.31,0.02,0.02
580.25,0.36,0.01,0.06,0.01,0.01,0.01,0.63,0.02,0.01,0.01,0.01,0.01,0.29,0.01,0.01
580.45,0.36,0.01,0.06,0.01,0.01,0.01,0.62,0.02,0.01,0.01,0.01,0.01,0.29,0.01,0.01
580.64,0.36,0.02,0.07,0.01,0.01,0.01,0.62,0.03,0.02,0.02,0.02,0.02,0.3,0.02,0.02
580.84,0.36,0.02,0.07,0.01,0.01,0.01,0.62,0.03,0.02,0.01,0.01,0.01,0.3,0.02,0.01
581.03,0.35,0.01,0.06,0,0,0,0.62,0.02,0.01,0.01,0.01,0,0.29,0.01,0.01
581.23,0.35,0.01,0.07,0,0,0,0.61,0.02,0.02,0.02,0.01,0.01,0.29,0.02,0.01
581.42,0.36,0.02,0.07,0.01,0.01,0.01,0.63,0.04,0.02,0.03,0.03,0.03,0.32,0.03,0.03
581.61,0.36,0.01,0.07,0.01,0.01,0.01,0.62,0.01,0.01,0.01,0.01,0.01,0.3,0.01,0.01
581.81,0.35,0.01,0.07,0.01,0.01,0.01,0.63,0.03,0.02,0.02,0.02,0.02,0.31,0.02,0.02
582,0.35,0.01,0.07,0.01,0.01,0.01,0.62,0.03,0.02,0.02,0.02,0.02,0.31,0.02,0.02
582.2,0.35,0.01,0.07,0.01,0.01,0.01,0.62,0.02,0.01,0.01,0.01,0.01,0.3,0.01,0.01
582.39,0.35,0.01,0.08,0.01,0.01,0.01,0.63,0.04,0.03,0.03,0.02,0.03,0.32,0.03,0.03
582.58,0.35,0.01,0.08,0.01,0.01,0,0.62,0.02,0.02,0.01,0.01,0.01,0.31,0.02,0.01
582.78,0.34,0.01,0.08,0.01,0,0,0.62,0.02,0.01,0.01,0.01,0.01,0.31,0.01,0.01
582.97,0.35,0.01,0.08,0.01,0.01,0.01,0.61,0.02,0.01,0.01,0.01,0,0.31,0.01,0.01
583.17,0.35,0.01,0.08,0.01,0.01,0.01,0.62,0.03,0.02,0.02,0.02,0.02,0.32,0.03,0.02
583.36,0.35,0.01,0.08,0.01,0.01,0.01,0.62,0.02,0.01,0.02,0.01,0.01,0.32,0.02,0.01
583.55,0.35,0.01,0.08,0.01,0.01,0.01,0.61,0.02,0.01,0.01,0.01,0.01,0.33,0.02,0.02
583.75,0.35,0.02,0.09,0.01,0.01,0.01,0.62,0.02,0.01,0.01,0.01,0.01,0.32,0.01,0.01
583.94,0.35,0.01,0.09,0.01,0.01,0.01,0.61,0.02,0.01,0.01,0,0.01,0.32,0.01,0.01
584.14,0.34,0.01,0.09,0,0.01,0,0.61,0.02,0.01,0.01,0.01,0,0.32,0.01,0.01
584.33,0.34,0.01,0.09,0.01,0,0,0.6,0.02,0.01,0.01,0.01,0.01,0.32,0.01,0.01
584.52,0.35,0.02,0.1,0.01,0.02,0.01,0.61,0.03,0.02,0.02,0.01,0.02,0.33,0.02,0.02
584.72,0.35,0.01,0.1,0.01,0.01,0.01,0.62,0.03,0.02,0.02,0.02,0.01,0.34,0.02,0.02
584.91,0.34,0.01,0.1,0.01,0,0,0.61,0.02,0.01,0.01,0.01,0.01,0.34,0.02,0.01
585.11,0.34,0.01,0.1,0.01,0.01,0,0.61,0.02,0.01,0.02,0.01,0.01,0.36,0.01,0.01
585.3,0.35,0.01,0.11,0.01,0.01,0.01,0.62,0.02,0.01,0.01,0.01,0.01,0.35,0.01,0.01
585.49,0.34,0.01,0.11,0.01,0.01,0.01,0.63,0.04,0.03,0.03,0.03,0.03,0.37,0.03,0.03
585.69,0.34,0.01,0.11,0.01,0.01,0.01,0.63,0.03,0.02,0.02,0.02,0.02,0.36,0.02,0.02
585.88,0.34,0.01,0.11,0,0,0,0.62,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01
586.08,0.35,0.02,0.12,0.01,0.01,0.01,0.63,0.02,0.01,0.01,0.01,0.01,0.36,0.01,0.01
586.27,0.35,0.01,0.12,0.01,0.01,0.01,0.63,0.03,0.02,0.02,0.02,0.02,0.37,0.03,0.02
586.46,0.34,0.01,0.12,0,0.01,0,0.62,0.02,0.01,0.01,0.01,0.01,0.37,0.01,0.01
586.66,0.34,0.01,0.12,0.01,0.01,0,0.64,0.03,0.02,0.02,0.01,0.02,0.38,0.02,0.02
586.85,0.34,0.01,0.13,0.01,0.01,0.01,0.64,0.03,0.02,0.03,0.02,0.02,0.39,0.03,0.02
587.04,0.35,0.01,0.13,0.01,0.01,0.01,0.63,0.03,0.02,0.02,0.02,0.02,0.4,0.02,0.02
587.24,0.35,0.01,0.13,0,0,0,0.64,0.03,0.01,0.01,0.01,0.01,0.4,0.01,0.01
587.43,0.34,0.01,0.14,0.01,0.01,0,0.63,0.02,0.01,0.01,0.01,0.01,0.4,0.01,0.01
587.63,0.34,0.01,0.14,0.01,0.01,0.01,0.63,0.02,0.01,0.01,0.01,0.01,0.4,0.01,0.01
587.82,0.35,0.02,0.15,0.01,0.01,0.01,0.66,0.03,0.02,0.03,0.02,0.02,0.42,0.03,0.02
588.01,0.35,0.01,0.14,0,0,0,0.64,0.02,0.01,0.01,0.01,0.01,0.4,0.01,0.01
588.21,0.35,0.01,0.15,0,0,0,0.65,0.02,0.01,0.01,0.01,0.01,0.42,0.01,0.01
588.4,0.35,0.01,0.15,0.01,0.01,0.01,0.65,0.02,0.01,0.01,0.01,0.01,0.42,0.02,0.01
588.59,0.35,0.02,0.16,0.01,0.01,0.01,0.66,0.03,0.02,0.02,0.02,0.02,0.43,0.02,0.02
588.79,0.35,0.01,0.16,0.01,0,0,0.66,0.03,0.01,0.02,0.01,0.02,0.44,0.02,0.02
588.98,0.34,0.01,0.16,0,0,0,0.65,0.03,0.01,0.01,0.01,0.01,0.43,0.02,0.01
589.17,0.35,0.01,0.17,0.01,0.01,0.01,0.67,0.02,0.02,0.02,0.01,0.01,0.45,0.02,0.01
589.37,0.36,0.01,0.17,0.01,0.01,0.01,0.66,0.02,0.01,0.01,0.01,0.01,0.45,0.01,0.01
589.56,0.35,0.01,0.17,0.01,0.01,0,0.65,0.02,0.01,0.01,0.01,0.01,0.45,0.01,0.01
589.76,0.36,0.01,0.18,0.01,0.01,0.01,0.68,0.03,0.02,0.02,0.01,0.01,0.46,0.02,0.02
589.95,0.36,0.02,0.19,0.01,0.01,0.01,0.69,0.03,0.02,0.02,0.01,0.01,0.46,0.02,0.02
590.14,0.37,0.02,0.19,0.01,0.01,0.01,0.68,0.03,0.02,0.02,0.02,0.01,0.49,0.02,0.02
590.34,0.36,0.01,0.19,0.01,0.01,0,0.68,0.02,0.01,0.01,0.01,0.01,0.47,0.01,0.01
590.53,0.37,0.01,0.2,0.01,0.01,0.01,0.69,0.03,0.02,0.02,0.02,0.02,0.5,0.03,0.02
590.72,0.37,0.02,0.2,0.01,0.01,0.01,0.69,0.04,0.03,0.02,0.02,0.03,0.49,0.03,0.02
590.92,0.37,0.01,0.21,0.01,0.01,0.01,0.69,0.02,0.01,0.01,0,0,0.5,0.01,0
591.11,0.37,0.01,0.2,0,0,0,0.69,0.02,0.01,0.01,0.01,0.01,0.5,0.01,0.01
591.3,0.36,0.01,0.21,0.01,0.01,0,0.7,0.02,0.01,0.02,0.01,0.01,0.5,0.02,0.01
591.5,0.38,0.02,0.23,0.01,0.01,0.01,0.72,0.04,0.03,0.03,0.02,0.03,0.54,0.03,0.03
591.69,0.37,0.02,0.22,0.01,0.01,0.01,0.72,0.03,0.02,0.03,0.02,0.02,0.53,0.03,0.02
591.88,0.38,0.01,0.23,0.01,0.01,0.01,0.72,0.03,0.02,0.02,0.02,0.02,0.53,0.02,0.02
592.08,0.38,0.01,0.23,0.01,0.01,0.01,0.71,0.02,0.01,0.01,0.01,0.01,0.53,0.02,0.01
592.27,0.38,0.01,0.23,0.01,0.01,0.01,0.71,0.02,0.01,0.01,0.01,0.01,0.54,0.02,0.01
592.46,0.39,0.02,0.24,0.01,0.01,0.01,0.73,0.03,0.02,0.02,0.01,0.01,0.55,0.03,0.02
592.66,0.38,0.01,0.24,0,0,0,0.73,0.02,0,0,0,0.01,0.55,0.01,0.01
592.85,0.38,0.01,0.24,0,0,0,0.72,0.02,0.01,0.01,0,0,0.55,0.01,0
593.04,0.4,0.02,0.26,0.02,0.01,0.01,0.76,0.05,0.03,0.03,0.03,0.04,0.58,0.04,0.03
593.24,0.39,0.01,0.26,0.01,0.01,0.01,0.73,0.03,0.02,0.02,0.02,0.02,0.57,0.02,0.02
593.43,0.39,0.01,0.26,0.01,0.01,0,0.74,0.03,0.02,0.02,0.02,0.02,0.59,0.02,0.02
593.62,0.39,0.01,0.26,0.01,0.01,0.01,0.73,0.02,0.01,0.01,0.01,0.01,0.57,0.01,0.01
593.82,0.4,0.02,0.27,0.01,0.01,0.01,0.75,0.03,0.02,0.01,0.01,0.01,0.59,0.02,0.01
594.01,0.4,0.01,0.28,0.01,0.01,0.01,0.75,0.02,0.01,0.01,0.01,0.01,0.59,0.02,0.01
594.2,0.4,0.01,0.28,0.01,0,0,0.74,0.02,0.01,0.01,0,0.01,0.6,0.01,0
594.4,0.4,0.01,0.27,0.01,0,0,0.75,0.02,0.01,0.01,0.01,0.01,0.6,0.02,0.01
594.59,0.41,0.01,0.29,0.01,0.01,0.01,0.75,0.03,0.02,0.02,0.01,0.02,0.61,0.02,0.02
594.78,0.41,0.01,0.3,0.01,0.01,0.01,0.77,0.03,0.01,0.02,0.01,0.01,0.62,0.02,0.01
594.98,0.41,0.01,0.29,0.01,0.01,0.01,0.75,0.03,0.01,0.02,0.01,0.01,0.62,0.02,0.01
595.17,0.41,0.01,0.3,0.01,0.01,0,0.75,0.02,0.01,0.01,0.01,0.01,0.62,0.02,0.01
595.36,0.42,0.02,0.31,0.02,0.01,0.01,0.79,0.03,0.02,0.02,0.02,0.02,0.63,0.03,0.02
595.56,0.42,0.02,0.31,0.01,0.01,0.01,0.79,0.04,0.03,0.03,0.03,0.03,0.65,0.03,0.03
595.75,0.42,0.01,0.32,0.01,0.01,0.01,0.78,0.03,0.02,0.01,0.01,0.01,0.64,0.02,0.02
595.94,0.43,0.01,0.31,0.01,0,0,0.77,0.02,0,0.01,0,0,0.64,0.01,0
596.14,0.43,0.02,0.33,0.02,0.01,0.01,0.79,0.03,0.01,0.02,0.01,0.01,0.66,0.02,0.01
596.33,0.43,0.02,0.33,0.02,0.01,0.01,0.81,0.04,0.03,0.03,0.03,0.03,0.68,0.03,0.03
596.52,0.43,0.01,0.33,0.01,0.01,0.01,0.8,0.03,0.02,0.02,0.02,0.02,0.67,0.02,0.02
596.71,0.43,0.01,0.34,0.01,0.01,0.01,0.81,0.03,0.02,0.02,0.01,0.01,0.67,0.02,0.01
596.91,0.43,0.01,0.34,0.01,0.01,0.01,0.81,0.03,0.02,0.02,0.02,0.01,0.68,0.02,0.02
597.1,0.44,0.02,0.35,0.01,0.01,0.01,0.81,0.03,0.02,0.02,0.02,0.02,0.69,0.02,0.02
597.29,0.44,0.01,0.35,0.01,0.01,0.01,0.81,0.02,0.01,0.01,0.01,0.01,0.68,0.02,0.01
597.49,0.43,0.01,0.34,0.01,0,0,0.79,0.02,0.01,0.01,0.01,0.01,0.67,0.01,0.01
597.68,0.44,0.02,0.36,0.01,0.01,0.01,0.81,0.03,0.01,0.01,0.01,0.02,0.69,0.02,0.01
597.87,0.45,0.01,0.36,0.01,0.01,0.01,0.83,0.04,0.02,0.02,0.02,0.02,0.72,0.03,0.02
598.07,0.45,0.02,0.36,0.02,0.01,0.01,0.81,0.04,0.02,0.02,0.02,0.02,0.71,0.03,0.02
598.26,0.46,0.01,0.37,0.01,0.01,0.01,0.82,0.04,0.03,0.02,0.02,0.02,0.71,0.03,0.02
598.45,0.45,0.02,0.38,0.01,0.01,0.01,0.82,0.03,0.01,0.01,0.01,0.02,0.72,0.02,0.02
598.64,0.45,0.01,0.38,0.01,0.01,0.01,0.82,0.03,0.02,0.02,0.01,0.02,0.71,0.02,0.02
598.84,0.45,0.02,0.38,0.02,0.01,0.01,0.82,0.03,0.02,0.02,0.01,0.02,0.72,0.02,0.02
599.03,0.45,0.01,0.38,0.01,0.01,0,0.82,0.03,0.02,0.02,0.01,0.02,0.73,0.02,0.01
599.22,0.46,0.02,0.39,0.01,0.01,0.01,0.82,0.03,0.02,0.02,0.01,0.02,0.73,0.02,0.02
599.42,0.46,0.02,0.39,0.02,0.01,0.01,0.83,0.03,0.02,0.02,0.02,0.01,0.74,0.02,0.02
599.61,0.46,0.01,0.39,0.01,0,0,0.82,0.03,0.02,0.02,0.01,0.01,0.73,0.02,0.02
599.8,0.46,0.01,0.39,0.01,0.01,0,0.83,0.03,0.01,0.01,0.01,0.01,0.73,0.02,0.01
599.99,0.47,0.01,0.4,0.01,0.01,0.01,0.82,0.02,0.01,0,0,0,0.74,0.01,0
600.19,0.46,0.01,0.4,0.01,0.01,0.01,0.83,0.03,0.02,0.02,0.01,0.02,0.75,0.03,0.02
600.38,0.46,0.01,0.4,0.01,0,0,0.82,0.02,0.01,0.01,0.01,0.01,0.74,0.02,0.01
600.57,0.47,0.01,0.41,0.01,0.01,0.01,0.83,0.02,0,0.01,0,0.01,0.75,0.02,0.01
600.77,0.47,0.02,0.42,0.02,0.01,0.01,0.84,0.03,0.02,0.02,0.02,0.02,0.77,0.03,0.02
600.96,0.47,0.01,0.42,0.01,0.01,0.01,0.85,0.04,0.03,0.03,0.02,0.03,0.76,0.03,0.02
601.15,0.47,0.01,0.42,0.01,0.01,0.01,0.84,0.03,0.02,0.02,0.01,0.01,0.76,0.02,0.01
601.34,0.47,0.01,0.42,0.01,0.01,0,0.84,0.03,0.01,0.02,0.01,0.01,0.75,0.02,0.01
601.54,0.47,0.02,0.43,0.01,0.01,0.01,0.85,0.03,0.02,0.02,0.02,0.02,0.77,0.03,0.03
601.73,0.48,0.02,0.43,0.02,0.01,0.01,0.85,0.03,0.02,0.02,0.02,0.02,0.77,0.03,0.02
601.92,0.48,0.01,0.43,0.01,0.01,0.01,0.84,0.03,0.01,0.02,0.01,0.02,0.76,0.03,0.01
602.12,0.48,0.01,0.43,0.01,0.01,0,0.86,0.03,0.02,0.02,0.02,0.01,0.78,0.03,0.02
602.31,0.49,0.02,0.44,0.01,0.01,0.01,0.85,0.03,0.02,0.02,0.01,0.02,0.79,0.03,0.02
602.5,0.48,0.02,0.44,0.01,0.01,0.01,0.84,0.03,0.02,0.02,0.02,0.02,0.77,0.03,0.02
602.69,0.48,0.01,0.44,0.01,0.01,0.01,0.85,0.03,0.02,0.02,0.02,0.02,0.77,0.03,0.02
602.89,0.47,0.01,0.44,0.01,0.01,0,0.84,0.02,0.01,0.01,0.01,0.01,0.77,0.02,0.01
603.08,0.49,0.02,0.46,0.02,0.02,0.01,0.87,0.04,0.03,0.02,0.02,0.02,0.8,0.03,0.02
603.27,0.49,0.02,0.46,0.02,0.01,0.01,0.85,0.04,0.03,0.03,0.03,0.03,0.79,0.04,0.03
603.46,0.49,0.01,0.45,0.01,0.01,0,0.86,0.03,0.02,0.02,0.02,0.02,0.79,0.03,0.02
603.66,0.49,0.02,0.45,0.01,0.01,0.01,0.85,0.04,0.02,0.02,0.02,0.02,0.79,0.03,0.02
603.85,0.5,0.02,0.46,0.02,0.02,0.01,0.86,0.04,0.02,0.02,0.02,0.02,0.79,0.03,0.02
604.04,0.49,0.02,0.46,0.02,0.01,0.01,0.87,0.04,0.03,0.02,0.02,0.02,0.8,0.03,0.02
604.23,0.49,0.01,0.45,0.01,0,0,0.85,0.02,0.01,0.01,0.01,0.01,0.78,0.02,0.01
604.43,0.5,0.02,0.46,0.01,0.01,0.01,0.85,0.03,0.02,0.02,0.02,0.02,0.79,0.03,0.01
604.62,0.5,0.01,0.47,0.01,0.01,0.01,0.86,0.03,0.02,0.02,0.01,0.02,0.79,0.02,0.01
604.81,0.5,0.02,0.47,0.02,0.01,0.01,0.84,0.04,0.03,0.02,0.02,0.02,0.8,0.03,0.03
605,0.49,0.01,0.46,0.01,0.01,0,0.84,0.02,0.01,0.01,0.01,0.01,0.79,0.02,0.01
605.2,0.49,0.02,0.47,0.01,0.01,0.01,0.85,0.04,0.02,0.03,0.02,0.02,0.81,0.03,0.03
605.39,0.5,0.02,0.48,0.02,0.01,0.01,0.86,0.04,0.02,0.02,0.02,0.02,0.81,0.03,0.03
605.58,0.5,0.02,0.47,0.02,0.01,0.01,0.86,0.04,0.03,0.03,0.02,0.02,0.81,0.03,0.03
605.77,0.49,0.01,0.47,0.01,0.01,0,0.85,0.03,0.02,0.02,0.01,0.02,0.81,0.02,0.01
605.97,0.5,0.02,0.48,0.02,0.01,0.01,0.85,0.04,0.02,0.02,0.02,0.02,0.81,0.03,0.02
606.16,0.5,0.01,0.48,0.01,0.01,0,0.85,0.03,0.02,0.01,0.01,0.01,0.81,0.02,0.02
606.35,0.5,0.02,0.47,0.02,0.01,0.01,0.84,0.04,0.02,0.02,0.01,0.02,0.81,0.03,0.02
606.54,0.5,0.01,0.47,0.01,0,0,0.84,0.02,0.01,0.01,0,0.01,0.81,0.02,0.01
606.74,0.5,0.01,0.47,0.01,0.01,0,0.84,0.03,0.02,0.02,0.01,0.02,0.8,0.03,0.02
606.93,0.5,0.02,0.49,0.02,0.01,0.01,0.85,0.02,0.01,0.01,0.01,0,0.81,0.02,0.01
607.12,0.5,0.02,0.49,0.02,0.01,0.01,0.87,0.05,0.04,0.04,0.04,0.04,0.83,0.04,0.04
607.31,0.5,0.01,0.49,0.01,0.01,0,0.85,0.03,0.02,0.02,0.01,0.01,0.81,0.02,0.01
607.5,0.49,0.02,0.49,0.01,0.01,0.01,0.84,0.03,0.02,0.02,0.02,0.02,0.81,0.02,0.02
607.7,0.5,0.02,0.49,0.02,0.01,0.01,0.85,0.03,0.02,0.02,0.02,0.02,0.83,0.03,0.02
607.89,0.5,0.02,0.49,0.01,0.01,0.01,0.85,0.03,0.01,0.02,0.01,0.01,0.82,0.03,0.02
608.08,0.5,0.01,0.48,0.01,0.01,0.01,0.84,0.02,0.01,0.01,0.01,0.01,0.81,0.02,0.01
608.27,0.5,0.01,0.49,0.01,0,0,0.83,0.01,0,0,0,0,0.8,0.01,0
608.47,0.5,0.02,0.49,0.02,0.01,0.01,0.85,0.04,0.02,0.02,0.02,0.02,0.83,0.03,0.02
608.66,0.5,0.01,0.5,0.01,0.01,0.01,0.84,0.03,0.01,0.01,0.01,0.01,0.82,0.02,0.01
608.85,0.5,0.01,0.49,0.01,0.01,0,0.84,0.02,0.01,0.01,0,0,0.8,0.01,0.01
609.04,0.5,0.01,0.49,0.01,0,0,0.84,0.03,0.02,0.01,0.01,0.01,0.82,0.02,0.02
609.23,0.5,0.02,0.5,0.02,0.01,0.01,0.84,0.02,0.01,0.01,0,0.01,0.8,0.02,0.01
609.43,0.5,0.02,0.5,0.02,0.01,0.01,0.82,0.03,0.02,0.02,0.02,0.01,0.82,0.02,0.02
609.62,0.5,0.01,0.49,0.01,0,0,0.84,0.03,0.01,0.01,0.01,0.01,0.8,0.02,0.01
609.81,0.49,0.01,0.49,0.01,0,0,0.83,0.02,0.01,0.01,0.01,0.01,0.8,0.01,0.01
610,0.5,0.02,0.49,0.02,0.01,0.01,0.83,0.04,0.03,0.02,0.02,0.02,0.82,0.03,0.03
610.2,0.5,0.02,0.49,0.02,0.01,0.01,0.83,0.03,0.02,0.02,0.02,0.02,0.82,0.03,0.02
610.39,0.5,0.02,0.5,0.01,0.01,0.01,0.83,0.02,0.01,0.01,0.01,0.01,0.79,0.02,0.01
610.58,0.49,0.01,0.49,0.01,0.01,0.01,0.82,0.04,0.02,0.02,0.02,0.02,0.8,0.03,0.02
610.77,0.49,0.02,0.5,0.02,0.01,0.01,0.81,0.03,0.01,0.01,0.01,0.01,0.79,0.02,0.01
610.96,0.5,0.02,0.5,0.02,0.01,0.01,0.83,0.03,0.02,0.02,0.02,0.02,0.81,0.03,0.02
611.16,0.5,0.01,0.49,0.01,0.01,0.01,0.82,0.03,0.02,0.02,0.02,0.01,0.8,0.02,0.01
611.35,0.5,0.01,0.5,0.01,0.01,0.01,0.82,0.03,0.01,0.02,0.02,0.01,0.81,0.03,0.02
611.54,0.5,0.02,0.5,0.02,0.02,0.02,0.83,0.04,0.03,0.03,0.02,0.02,0.81,0.03,0.03
611.73,0.5,0.02,0.5,0.02,0.01,0.01,0.83,0.04,0.03,0.02,0.02,0.02,0.82,0.03,0.02
611.92,0.49,0.02,0.5,0.01,0.01,0.01,0.83,0.03,0.02,0.02,0.02,0.02,0.81,0.03,0.02
612.12,0.5,0.02,0.5,0.02,0.01,0.01,0.82,0.03,0.02,0.02,0.01,0.02,0.8,0.03,0.02
612.31,0.51,0.02,0.5,0.02,0.01,0.01,0.82,0.03,0.02,0.02,0.03,0.02,0.81,0.03,0.02
612.5,0.5,0.02,0.5,0.02,0.01,0.01,0.82,0.04,0.02,0.02,0.02,0.02,0.81,0.03,0.02
612.69,0.5,0.02,0.5,0.02,0.01,0.01,0.82,0.04,0.02,0.02,0.02,0.02,0.81,0.03,0.02
612.88,0.49,0.01,0.5,0.01,0.01,0.01,0.82,0.03,0.02,0.02,0.01,0.01,0.82,0.02,0.02
613.08,0.49,0.02,0.5,0.02,0.01,0.01,0.83,0.03,0.02,0.02,0.01,0.02,0.81,0.03,0.02
613.27,0.48,0.02,0.5,0.01,0.01,0.01,0.8,0.03,0.02,0.02,0.02,0.02,0.8,0.03,0.02
613.46,0.49,0.01,0.49,0.01,0.01,0.01,0.8,0.03,0.01,0.01,0.01,0.01,0.78,0.02,0.01
613.65,0.49,0.01,0.49,0.01,0,0,0.81,0.02,0.01,0.01,0.01,0.01,0.78,0.02,0.01
613.84,0.51,0.02,0.51,0.02,0.02,0.02,0.81,0.03,0.02,0.02,0.02,0.02,0.82,0.03,0.02
614.03,0.5,0.02,0.51,0.02,0.02,0.01,0.8,0.02,0.01,0.01,0.01,0.02,0.79,0.02,0.01
614.23,0.49,0.01,0.49,0.02,0.01,0.01,0.81,0.03,0.02,0.02,0.01,0.01,0.8,0.02,0.01
614.42,0.48,0.01,0.49,0.01,0,0,0.79,0.01,0,0,0,0,0.77,0.01,0
614.61,0.5,0.02,0.5,0.02,0.01,0.01,0.82,0.05,0.03,0.04,0.03,0.03,0.82,0.04,0.04
614.8,0.49,0.02,0.51,0.02,0.01,0.01,0.81,0.03,0.02,0.02,0.01,0.01,0.8,0.02,0.02
614.99,0.49,0.01,0.5,0.01,0.01,0.01,0.8,0.03,0.02,0.02,0.01,0.01,0.79,0.02,0.01
615.19,0.49,0.02,0.49,0.02,0.01,0.01,0.81,0.04,0.03,0.03,0.02,0.02,0.8,0.03,0.03
615.38,0.49,0.02,0.5,0.02,0.01,0.01,0.78,0.03,0.01,0.01,0.01,0.01,0.78,0.02,0.01
615.57,0.48,0.01,0.5,0.02,0.01,0.01,0.79,0.02,0.01,0.01,0,0,0.79,0.02,0.01
615.76,0.48,0.01,0.49,0.01,0.01,0.01,0.79,0.03,0.02,0.02,0.02,0.02,0.79,0.03,0.02
615.95,0.48,0.01,0.49,0.01,0.01,0,0.79,0.02,0.01,0.01,0.01,0.01,0.78,0.02,0.01
616.14,0.49,0.02,0.5,0.02,0.01,0.01,0.8,0.04,0.03,0.02,0.02,0.02,0.8,0.03,0.02
